category,rank,name,country,points,movement,profile
Men's Singles,164,Takuma Obayashi,Japan,11790,,https://m.aiscore.com/badminton/player-takuma-obayashi/oj7x9jcxz4vtr7g
Men's Singles,165,Oei Kian-Yu,Germany,11703,,https://m.aiscore.com/badminton/player-oei-kian-yu/ndkz69cd2wnieq3
Men's Singles,166,Ethan Rose,England,11620,,https://m.aiscore.com/badminton/player-ethan-rose/jek33vc8d69tdko
Men's Singles,167,Lee Jan Jireh,Malaysia,11590,,https://m.aiscore.com/badminton/player-lee-jan-jireh/9gklz8cdo51c17x
Men's Singles,168,Ephraim Stephen Sam,Australia,11476,,https://m.aiscore.com/badminton/player-ephraim-stephen-sam/jr7owrc9y35u3q0
Men's Singles,169,Bharath Latheesh,United Arab Emirates,11420,,https://m.aiscore.com/badminton/player-bharath-latheesh/edq09gcr496u4qx
Men's Singles,170,Nicolas A Mueller,Switzerland,11351,,https://m.aiscore.com/badminton/player-nicolas-a-mueller/8lk2d9cr8pmt373
Men's Singles,171,Darshan Pujari,India,11336,,https://m.aiscore.com/badminton/player-darshan-pujari/ndkz69cp318beq3
Men's Singles,172,Kai Niederhuber,Austria,11178,,https://m.aiscore.com/badminton/player-kai-niederhuber/527r3dc3mm2c87e
Men's Singles,173,Sun Chao,China,11000,,https://m.aiscore.com/badminton/player-sun-chao/wv78x6c469ocnkr
Men's Singles,174,Tan Jia Jie,Malaysia,10990,,https://m.aiscore.com/badminton/player-tan-jia-jie/ezk96jcw19wuwkn
Men's Singles,175,Chia Hung Lu,Chinese Taipei,10990,,https://m.aiscore.com/badminton/player-chia-hung-lu/oj7x9jcxxljtr7g
Men's Singles,176,Jeppe Bruun Christensen,Denmark,10720,,https://m.aiscore.com/badminton/player-jeppe-bruun-christensen/j374oxc09zosrqo
Men's Singles,177,Patrick Zbinden,Switzerland,10630,,https://m.aiscore.com/badminton/player-patrick-zbinden/vrqwnzc54mrfdqn
Men's Singles,178,Chiang Tzu Chieh,Chinese Taipei,10610,,https://m.aiscore.com/badminton/player-chiang-tzu-chieh/dkz69cz962gfeq3
Men's Singles,179,Pablo Abian,Spain,10545,,https://m.aiscore.com/badminton/player-pablo-abian/9gklz8c113vi17x
Men's Singles,180,Tarun Reddy Katam,India,10530,,https://m.aiscore.com/badminton/player-tarun-reddy-katam/edq09gc16x9u4qx
Men's Singles,181,Wolfgang Gnedt,Austria,10512,,https://m.aiscore.com/badminton/player-wolfgang-gnedt/vmqy98cvymyt4k9
Men's Singles,182,Timothy Lock,Canada,10508,,https://m.aiscore.com/badminton/player-timothy-lock/2q156c2022nfm76
Men's Singles,183,Bruno Carvalho,Portugal,10325,,https://m.aiscore.com/badminton/player-bruno-carvalho/ndqml6cw303hgkv
Men's Singles,184,Yeison Esleiter Del Cid Alvarez,Guatemala,10305,,https://m.aiscore.com/badminton/player-yeison-esleiter-del-cid-alvarez/63kv9jcymp9ip7e
Men's Singles,185,Amaury Lievre,France,10260,,https://m.aiscore.com/badminton/player-amaury-lievre/527r3dc3e21b87e
Men's Singles,186,Karono Karono,Indonesia,10260,,https://m.aiscore.com/badminton/player-karono-karono/g6763zc8wlxtp7r
Men's Singles,187,B M Rahul Bharadwaj,India,10240,,https://m.aiscore.com/badminton/player-b-m-rahul-bharadwaj/oj7x9jcxezzar7g
Men's Singles,188,Kim Hae Deun,South Korea,10240,,https://m.aiscore.com/badminton/player-kim-hae-deun/dqml6cxz99xagkv
Men's Singles,189,Sanskar Saraswat,India,10200,,https://m.aiscore.com/badminton/player-sanskar-saraswat/9759nc3ypynbnk2
Men's Singles,190,Dimitar Yanakiev,Bulgaria,10170,,https://m.aiscore.com/badminton/player-dimitar-yanakiev/jek33vc83l1cdko
Men's Singles,191,Douce Lucas,Mauritius,10120,,https://m.aiscore.com/badminton/player-douce-lucas/ndkz69cp890teq3
Men's Singles,192,Wongsup Wongsup-In,Thailand,10072,,https://m.aiscore.com/badminton/player-wongsup-wongsup-in/jr7owrc5wj1i3q0
Men's Singles,193,Markus Barth,Norway,10065,,https://m.aiscore.com/badminton/player-markus-barth/9gklz8c5rm6h17x
Men's Singles,194,Nicholas Raj,India,10030,,https://m.aiscore.com/badminton/player-nicholas-raj/27r3dce0y8ma87e
Men's Singles,195,David Kim Kristensen,Denmark,9970,,https://m.aiscore.com/badminton/player-david-kim-kristensen/xvkjozc0enzix79
Men's Singles,196,Arya Bhivpathaki,India,9960,,https://m.aiscore.com/badminton/player-arya-bhivpathaki/edq09gc6xoot4qx
Men's Singles,197,Arthur Wakhevitsch,France,9950,,https://m.aiscore.com/badminton/player-arthur-wakhevitsch/xvkjozcp94otx79
Men's Singles,198,Adham Hatem Elgamal,Egypt,9860,,https://m.aiscore.com/badminton/player-adham-hatem-elgamal/j374oxc0915brqo
Men's Singles,199,Deivid Silva,Brazil,9723,,https://m.aiscore.com/badminton/player-deivid-silva/34kgm3cjeo1h8ko
Men's Singles,200,Shrey Dhand,Australia,9626,,https://m.aiscore.com/badminton/player-shrey-dhand/27r3dce0d4ds87e
Men's Singles,201,Milan Dratva,Slovakia,9590,,https://m.aiscore.com/badminton/player-milan-dratva/l6keg3c8y4gtg75
Men's Singles,202,Rasindu Hendahewa,Sri Lanka,9590,,https://m.aiscore.com/badminton/player-rasindu-hendahewa/8lk2d9clgejt373
Men's Singles,203,Koshiro Moriguchi,Japan,9550,,https://m.aiscore.com/badminton/player-koshiro-moriguchi/oj7x9jcprrlar7g
Men's Singles,204,Dhruv Negi,India,9520,,https://m.aiscore.com/badminton/player-dhruv-negi/r7owrc66ljdb3q0
Men's Singles,205,Tsai Cheng-Han,Chinese Taipei,9450,,https://m.aiscore.com/badminton/player-tsai-cheng-han/xvkjozcp433tx79
Men's Singles,206,Jewel Angelo Albo,Philippines,9290,,https://m.aiscore.com/badminton/player-jewel-angelo-albo/527r3dcxrl0i87e
Men's Singles,207,Kosuke Masumoto,Japan,9193,,https://m.aiscore.com/badminton/player-kosuke-masumoto/dq09gcm544zh4qx
Men's Singles,208,Su Wei-Cheng,Chinese Taipei,9150,,https://m.aiscore.com/badminton/player-su-wei-cheng/zrkn68cy44munql
Men's Singles,209,Jelang Fajar,Indonesia,9030,,https://m.aiscore.com/badminton/player-jelang-fajar/v78x6cpjrw1snkr
Men's Singles,210,Enrico Baroni,Italy,8956,,https://m.aiscore.com/badminton/player-enrico-baroni/vmqy98cvnd1i4k9
Men's Singles,211,Phuc Thinh Phan,Vietnam,8930,,https://m.aiscore.com/badminton/player-phuc-thinh-phan-/9gklz8c2ow9f17x
Men's Singles,212,Puritat Arree,Thailand,8910,,https://m.aiscore.com/badminton/player-puritat-arree/ndqml6cy6rvhgkv
Men's Singles,213,Lei Lanxi,China,8910,,https://m.aiscore.com/badminton/player-lei-lanxi/edq09gclgjeb4qx
Men's Singles,214,Hemanth M.gowda,India,8900,,https://m.aiscore.com/badminton/player-hemanth-m-gowda/oj7x9jcx9ejir7g
Men's Singles,215,Raghu Mariswamy,India,8840,,https://m.aiscore.com/badminton/player-raghu-mariswamy/69759ncx941cnk2
Men's Singles,216,Korakrit Laotrakul,Thailand,8830,,https://m.aiscore.com/badminton/player-korakrit-laotrakul/ndqml6cw954cgkv
Men's Singles,217,Chen Yucheng,Chinese Taipei,8780,,https://m.aiscore.com/badminton/player-chen-yucheng/zk96jcn5n3eiwkn
Men's Singles,218,Dominik Kopriva,Czech,8741,,https://m.aiscore.com/badminton/player-dominik-kopriva/o07dn3c8l4of9kn
Men's Singles,219,Jack Yu,Australia,8723,,https://m.aiscore.com/badminton/player-jack-yu/oj7x9jcg3eytr7g
Men's Singles,220,Lau Jun Hui Marcus,Singapore,8690,,https://m.aiscore.com/badminton/player-lau-jun-hui-marcus/vrqwnzcjv01fdqn
Men's Singles,221,Samuel Lee,Malaysia,8600,,https://m.aiscore.com/badminton/player-samuel-lee/m2q156c6lj0cm76
Men's Singles,222,A R Rohan Kumar Anandas Raj Kumar,India,8577,,https://m.aiscore.com/badminton/player-a-r-rohan-kumar-anandas-raj-kumar/v78x6cpj8o5hnkr
Men's Singles,223,Jerome Pauquet,Luxembourg,8565,,https://m.aiscore.com/badminton/player-jerome-pauquet/xvkjozc2glnfx79
Men's Singles,224,Mathias Solgaard,Denmark,8550,,https://m.aiscore.com/badminton/player-mathias-solgaard/oj7x9jcmo18sr7g
Men's Singles,225,Muhammad Reza Al Fajri,Indonesia,8460,,https://m.aiscore.com/badminton/player-muhammad-reza-al-fajri/jr7owrcgpnxb3q0
Men's Singles,226,Adith Karthikeyan Priya,Netherlands,8434,,https://m.aiscore.com/badminton/player-adith-karthikeyan-priya/8lk2d9czdj6b373
Men's Singles,227,Job Castillo,Mexico,8419,,https://m.aiscore.com/badminton/player-job-castillo/o17pj3coox6h27j
Men's Singles,228,Kong Zhou Swin,Malaysia,8350,,https://m.aiscore.com/badminton/player-kong-zhou-swin/rqwnzcon8yphdqn
Men's Singles,229,Pui Pang Fong,"Macau, China",8326,,https://m.aiscore.com/badminton/player-pui-pang-fong/jek33vc8m1jbdko
Men's Singles,230,Mikkel Langemark,Denmark,8280,,https://m.aiscore.com/badminton/player-mikkel-langemark/zrkn68c6rjghnql
Men's Singles,231,Nadeem Dalvi,England,8270,,https://m.aiscore.com/badminton/player-nadeem-dalvi/j374oxc6mm0arqo
Men's Singles,232,Henrikho Kho Wibowo,Indonesia,8220,,https://m.aiscore.com/badminton/player-henrikho-kho-wibowo/o17pj3coolgi27j
Men's Singles,233,Varun Kapur,India,8140,,https://m.aiscore.com/badminton/player-varun-kapur/jr7owrcy4lyh3q0
Men's Singles,234,Adrian King-Sun Mar,USA,8086,,https://m.aiscore.com/badminton/player-adrian-king-sun-mar/g6763zco8n9up7r
Men's Singles,235,Rajesh Srikar,India,8070,,https://m.aiscore.com/badminton/player-rajesh-srikar/o17pj3c569pi27j
Men's Singles,236,Matthew Abela,Malta,7980,,https://m.aiscore.com/badminton/player-matthew-abela/o17pj3coyyrf27j
Men's Singles,237,Huang Yu Kai,Chinese Taipei,7920,,https://m.aiscore.com/badminton/player-huang-yu-kai/j374oxcyp86irqo
Men's Singles,238,Muhamad Rizky Akbar,Indonesia,7910,,https://m.aiscore.com/badminton/player-muhamad-rizky-akbar/j7x9jcr65myir7g
Men's Singles,239,Huang Yu,Chinese Taipei,7730,,https://m.aiscore.com/badminton/player-huang-yu/527r3dc29epc87e
Men's Singles,240,Driss Bourroum,Morocco,7690,,https://m.aiscore.com/badminton/player-driss-bourroum/v78x6cp24wxsnkr
Men's Singles,241,Muh Azahbru Kasra,Indonesia,7640,,https://m.aiscore.com/badminton/player-muh-azahbru-kasra/edq09gcl4vgf4qx
Men's Singles,242,Erfan Majeed Hajibeigy,Malaysia,7600,,https://m.aiscore.com/badminton/player-erfan-majeed-hajibeigy/6763zcvd5dlfp7r
Men's Singles,243,Lei Ci Fu,Chinese Taipei,7550,,https://m.aiscore.com/badminton/player-lei-ci-fu/8lk2d9cjvrrf373
Men's Singles,244,Lokesh Reddy Kalagotla,India,7530,,https://m.aiscore.com/badminton/player-lokesh-reddy-kalagotla/vrqwnzcwogwsdqn
Men's Singles,245,Darrell Sen Xian Chew,Malaysia,7520,,https://m.aiscore.com/badminton/player-darrell-sen-xian-chew/374oxc1dvy2irqo
Men's Singles,246,Vishal Vasudevan,India,7500,,https://m.aiscore.com/badminton/player-vishal-vasudevan/j374oxc29xxarqo
Men's Singles,247,Zhi-ron Tan,,7480,,
Men's Singles,248,Liu Yuxuan,China,7450,,https://m.aiscore.com/badminton/player-liu-yuxuan/edq09gcr0jxs4qx
Men's Singles,249,Isaac Yang,USA,7430,,https://m.aiscore.com/badminton/player-isaac-yang/vmqy98c1jn5s4k9
Men's Singles,250,Luis Armando Montoya Navarro,Mexico,7373,,https://m.aiscore.com/badminton/player-luis-armando-montoya-navarro/xvkjozc8nzwhx79
